Query ID;Target ID;Affinity Threshold (nM);P-Value;Max Tc;Cut Sum;Z-Score;Name;Description;Query Smiles;InChi Key
131755965;LPAR1;6;7.328e-44;0.6136;8.1933;76.991;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC;JOJVDNJANFYSHZ-UHFFFAOYSA-N
131758822;LPAR3;6;4.31e-86;0.6429;13.1487;152.8083;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCC)OC(=O)CCCCCCCCCC=CCCCCCCCC;OPZBOXKFTDVAOR-UHFFFAOYSA-N
131759325;LPAR3;6;2.199e-75;0.5745;11.5021;133.5843;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC;HSSCOLBULXMJLZ-UHFFFAOYSA-N
131763500;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCC=CCCCCC)COC(=O)CCCCC=CCC=CCC=CCCCCC;OLENDCDRWPUUBG-UHFFFAOYSA-N
131757216;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCCCCCCC;VCTGTMSVVLORIT-UHFFFAOYSA-N
131763914;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCC=CCC=CCCCCC;ANTOAERGFNUGHV-UHFFFAOYSA-N
131765937;LPAR3;6;6.763999999999999e-67;0.5192;10.1968;118.3457;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCCCC=CCCCCCC;IHUWPEXZDFNJHC-UHFFFAOYSA-N
131753857;FABP3;7;1.363e-54;0.4912;1.7982;96.2557;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC;VDEFXUQSUBAFFB-UHFFFAOYSA-N
131759460;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCC=CCC=CCC=CCCCCC;BTLLBFZSJPKPDE-UHFFFAOYSA-N
131760185;LPAR1;6;7.328e-44;0.6136;8.1933;76.991;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC;UKJDYVVYSNHIJH-UHFFFAOYSA-N
131762624;FABP3;7;1.905e-52;0.5185;1.7265;92.4039;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCC;ZUDALJHGXKNMOO-UHFFFAOYSA-N
131753592;FABP3;7;1.1750000000000001e-57;0.54;1.9006;101.7572;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC=CCCCCCCCC;HLUWGRVFRNCPHH-UHFFFAOYSA-N
131754955;FABP3;7;1.1750000000000001e-57;0.54;1.9006;101.7572;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCC;DVRLSVCQXWGXCP-UHFFFAOYSA-N
131757183;LPAR1;6;2.7979999999999998e-45;0.5745;8.4616;79.5371;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OCCCCCCCCCCCCCCCCCC;ZRKRTZFYHUBTQQ-UHFFFAOYSA-N
131756324;FABP3;7;4.726e-59;0.5116;1.9473;104.2628;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC;ASJHAVAPNBVXQH-UHFFFAOYSA-N
131753342;FABP3;7;1.369e-58;0.5366;1.9318;103.4335;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC;XJKXBTKTOXZQFL-UHFFFAOYSA-N
131753808;LPAR3;6;1.733e-89;0.6136;13.6709;158.9045;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCC=CCC=CCCCCC;JCFQRCZDNUSJCL-UHFFFAOYSA-N
131759349;LPAR3;6;1.549e-81;0.587;12.4482;144.6295;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCC;PKWPXOXGYXWVKK-UHFFFAOYSA-N
131755806;FABP3;7;1.1750000000000001e-57;0.54;1.9006;101.7572;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC;GZBPQMRKEPSOQQ-UHFFFAOYSA-N
131750415;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC;YONCDTJKIZDSKQ-UHFFFAOYSA-N
13183956;LPAR3;6;2.034e-89;0.6585;13.6602;158.7796;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC;RBLADLVPSYELCA-UHFFFAOYSA-N
56936651;LPAR3;6;4.31e-86;0.6429;13.1487;152.8083;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC;IUDLXSDWDIHVDD-UHFFFAOYSA-N
131759893;LPAR1;6;7.328e-44;0.6136;8.1933;76.991;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC;NXOBVWVEMROHRA-UHFFFAOYSA-N
131753720;LPAR3;6;8.085000000000001e-79;0.6;12.0302;139.7505;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCC=CCCCCC;RNHDCKNXDJJGEF-UHFFFAOYSA-N
131764967;LPAR3;6;1.12e-76;0.551;11.7009;135.9054;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCCCCCCCCC;BDCSDBVNZGJCKJ-UHFFFAOYSA-N
131756350;FABP3;7;8.388e-58;0.5;1.9055;102.0202;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC;XTHHRTVNJZAGND-UHFFFAOYSA-N
131758844;LPAR3;6;5.073e-74;0.587;11.2925;131.1373;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCC)OC(=O)CCCC=CCC=CCC=CCCCCCCCC;DELOENOPQWJVLP-UHFFFAOYSA-N
131763304;FABP3;7;1.363e-54;0.4912;1.7982;96.2557;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCC=CCC=CCC=CCCCCC;VZECUZTZXUJIHD-UHFFFAOYSA-N
131756089;LPAR3;6;1.733e-89;0.6136;13.6709;158.9045;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC;AAXMCYUUKFLUMJ-UHFFFAOYSA-N
131755775;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCCCCCCCCC;JKGVPFAPBARTLP-UHFFFAOYSA-N
131755769;FABP3;7;1.1750000000000001e-57;0.54;1.9006;101.7572;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;ZKAJTUDTPFXDPB-UHFFFAOYSA-N
131753505;LPAR3;6;2.034e-89;0.6585;13.6602;158.7796;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC;SCJKAJUAZPTDRO-UHFFFAOYSA-N
131753369;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCC=CCC=CCC=CCCCCC;BLXQIUODGKBTGK-UHFFFAOYSA-N
131756687;LPAR3;6;2.199e-75;0.5745;11.5021;133.5843;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCCCC;IZLQMMZWIGPZNX-UHFFFAOYSA-N
131764744;FABP3;7;8.388e-58;0.5;1.9055;102.0202;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC;PHESVRVAJGWCRH-UHFFFAOYSA-N
131760777;LPAR3;6;1.12e-76;0.551;11.7009;135.9054;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC;SNSCEPRATRYHSL-UHFFFAOYSA-N
131755943;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC;XZEHHPQAMMWALZ-UHFFFAOYSA-N
131755377;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCCCC=CCC=CCCCCC;IBAXOOZVZZDVJC-UHFFFAOYSA-N
131755163;FABP3;7;1.1750000000000001e-57;0.54;1.9006;101.7572;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC;OZXLEWFIONDQJM-UHFFFAOYSA-N
131763290;FABP3;7;1.363e-54;0.4912;1.7982;96.2557;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC;MUYSBOYFSLCKQE-UHFFFAOYSA-N
131753307;FABP3;7;1.1750000000000001e-57;0.54;1.9006;101.7572;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC=CCCCCCCCC;WDOQOSSKIJDAOB-UHFFFAOYSA-N
131753713;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCC=CCCCCC;NKYCZRRSXYVTLB-UHFFFAOYSA-N
131755771;LPAR3;6;2.034e-89;0.6585;13.6602;158.7796;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;AFMQYZXPYJFAPA-UHFFFAOYSA-N
131755951;LPAR3;6;2.199e-75;0.5745;11.5021;133.5843;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCCCC=CCCCCCC;AHASBULBODWAPU-UHFFFAOYSA-N
131759925;LPAR3;6;2.034e-89;0.6585;13.6602;158.7796;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC;KGCKCEDJXPOMSE-UHFFFAOYSA-N
131753370;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCC=CCC=CCCCCC;SDBSYLMJMSWVJK-UHFFFAOYSA-N
131763619;LPAR3;6;2.199e-75;0.5745;11.5021;133.5843;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCC=CCC=CCCCCC;VSYKULSUHBBKQN-UHFFFAOYSA-N
131756459;LPAR3;6;7.284e-97;0.5745;14.8053;172.1475;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCOC(COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC;MCIPPLJLYFTODM-UHFFFAOYSA-N
131761095;LPAR1;6;7.328e-44;0.6136;8.1933;76.991;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCC=CCC=CCC=CCCCCC;QYLDVVKRGAXESB-UHFFFAOYSA-N
131763206;FABP3;7;1.3180000000000001e-56;0.4889;1.8655;99.8727;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC;MKTVKWIGWXIEHG-UHFFFAOYSA-N
131759343;LPAR3;6;2.199e-75;0.5745;11.5021;133.5843;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCC=CCC=CCC;XYIGSYIGMXHUQI-UHFFFAOYSA-N
131757210;LPAR1;6;1.744e-43;0.6585;8.1221;76.3149;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCC;NNJOIWXHONILSA-UHFFFAOYSA-N
131759566;LPAR1;6;7.328e-44;0.6136;8.1933;76.991;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC;PASRUCZTFLIYBM-UHFFFAOYSA-N
131753887;LPAR3;6;1.124e-70;0.5294;10.778;125.1313;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC;AXWUDJVLHVBXKA-UHFFFAOYSA-N
131758544;LPAR1;6;4.629e-43;0.5625;8.0419;75.5538;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCC)OCCCCCCCCCCCCCCCCCC;FUAWAXRBBSTPLW-UHFFFAOYSA-N
131763709;FABP3;7;1.369e-58;0.5366;1.9318;103.4335;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC;WYRQFRRXDSBWDH-UHFFFAOYSA-N
131758822;FABP3;7;2.459e-56;0.5294;1.8565;99.3864;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCC)OC(=O)CCCCCCCCCC=CCCCCCCCC;OPZBOXKFTDVAOR-UHFFFAOYSA-N
131756558;FABP3;7;1.1750000000000001e-57;0.54;1.9006;101.7572;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC;WOYJJCSXKNHKCN-UHFFFAOYSA-N
131762141;LPAR3;6;1.733e-89;0.6136;13.6709;158.9045;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCC=CCCCCC;GFXBBKRPUJCXGD-UHFFFAOYSA-N
131760949;LPAR3;6;2.199e-75;0.5745;11.5021;133.5843;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC;GHRXIMZQVOZDCY-UHFFFAOYSA-N
131759536;LPAR3;6;1.549e-81;0.587;12.4482;144.6295;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCC=CCCCCCCCC;UCAVRBQATPCINL-UHFFFAOYSA-N
131760545;FABP3;7;4.726e-59;0.5116;1.9473;104.2628;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCC=CCC=CCC=CCC=CCC;MXFKCAQPYLTUMC-UHFFFAOYSA-N
131763525;LPAR3;6;1.733e-89;0.6136;13.6709;158.9045;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCCCCC)COC(=O)CCCCC=CCC=CCC=CCCCCC;ZRVFQAMIIKQWFU-UHFFFAOYSA-N
131757239;LPAR1;6;7.328e-44;0.6136;8.1933;76.991;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCCCCCCCC;YTPRVRWPVFSOAL-UHFFFAOYSA-N
131755022;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC=CCC=CCC=CCCCCC;FAWROKQWRPDLOA-UHFFFAOYSA-N
131755919;LPAR3;6;8.085000000000001e-79;0.6;12.0302;139.7505;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCCCCCC;ZXPZKPTYTWDDTR-UHFFFAOYSA-N
15607293;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCC=CCC=CCCCCC;FGNXNKQAEKNDNA-UHFFFAOYSA-N
131759372;LPAR3;6;2.034e-89;0.6585;13.6602;158.7796;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCCCCCC;AKRDICGFDXTDDB-UHFFFAOYSA-N
131755635;FABP3;7;2.1669999999999998e-51;0.4667;1.6912;90.5081;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC;VMKQCJKDAJJLNO-UHFFFAOYSA-N
131760079;LPAR1;6;1.744e-43;0.6585;8.1221;76.3149;LPAR1;Lysophosphatidic acid receptor 1 (pKi >= 6);CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC;DTTIGIZBXFQWNL-UHFFFAOYSA-N
131753519;FABP3;7;6.395e-60;0.55;1.9763;105.8223;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC;CQKDVCRIDIZFBZ-UHFFFAOYSA-N
131757216;LPAR3;6;1.733e-89;0.6136;13.6709;158.9045;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCCCCCCC;VCTGTMSVVLORIT-UHFFFAOYSA-N
131759581;LPAR3;6;1.733e-89;0.6136;13.6709;158.9045;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCC=CCC=CCC=CCCCCC;WXMOURHYAWKCON-UHFFFAOYSA-N
131755524;FABP3;7;1.3180000000000001e-56;0.4889;1.8655;99.8727;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC;STSSOOUAZVGHGT-UHFFFAOYSA-N
131755830;LPAR3;6;2.034e-89;0.6585;13.6602;158.7796;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCC;RXFCPNVEKZDTFB-UHFFFAOYSA-N
131759622;LPAR3;6;1.733e-89;0.6136;13.6709;158.9045;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCC=CCC=CCC=CCCCCC;HVCCNWVJBNTHRL-UHFFFAOYSA-N
131761066;LPAR3;6;2.199e-75;0.5745;11.5021;133.5843;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC;FNZXUUOILKQHJU-UHFFFAOYSA-N
131754093;LPAR3;6;1.9580000000000002e-58;0.4815;8.8955;103.1545;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCOC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC;TZXMSONPXDUMEW-UHFFFAOYSA-N
131753349;LPAR3;6;1.184e-61;0.5745;9.3905;108.9324;LPAR3;Lysophosphatidic acid receptor 3 (pKi >= 6);CCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC;QVTBPCIHCQQWGM-UHFFFAOYSA-N
131758707;FABP3;7;2.459e-56;0.5294;1.8565;99.3864;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COC(=O)CCCCCCCC=CCCCCCCCC;UDBFLEBTRNBEBZ-UHFFFAOYSA-N
131755589;FABP3;7;4.726e-59;0.5116;1.9473;104.2628;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC;MTMROZADXJWIBV-UHFFFAOYSA-N
101706281;FABP3;7;5.132e-56;0.4821;1.8458;98.8126;FABP3;Fatty acid-binding protein, heart (pKi >= 7);CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCCCCCCCCC;MKRZSXAKFYWUAW-UHFFFAOYSA-N
