hmdb_id;inchi;cid;canonical_smiles;smiles_from_scaffold;smiles_from_generic_scaffold
HMDB0054139;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-30,34-35,37-38,44,47,60H,4-6,8-9,11-15,18,21-24,31-33,36,39-43,45-46,48-59H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,30-27-,37-34-,38-35-,47-44-/t60-/m1/s1;131764751;CCCCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0053506;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-21,25-30,34,36-37,39,60H,4-6,8-9,11-15,22-24,31-33,35,38,40-59H2,1-3H3/b10-7-,19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,37-34-,39-36-/t60-/m1/s1;131764149;CCCCCC=CCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0053494;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-21,25-30,34,37,43,46,60H,4-6,8-9,11-15,22-24,31-33,35-36,38-42,44-45,47-59H2,1-3H3/b10-7-,19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,37-34-,46-43-/t60-/m1/s1;131764137;CCCCCC=CCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCCCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0053864;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-21,25-30,34-35,37-38,60H,4-6,8-9,11-15,22-24,31-33,36,39-59H2,1-3H3/b10-7-,19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,37-34-,38-35-/t60-/m1/s1;131764498;CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0046149;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16,18-19,21,25,27-28,30,34,36-37,39,43,46,60H,4-6,8,11,13-15,17,20,22-24,26,29,31-33,35,38,40-42,44-45,47-59H2,1-3H3/b10-7-,12-9-,19-16-,21-18-,28-25-,30-27-,37-34-,39-36-,46-43-/t60-/m1/s1;131757098;CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0046174;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16,18-19,21,25,27-28,30,34,36-37,39,45,48,60H,4-6,8,11,13-15,17,20,22-24,26,29,31-33,35,38,40-44,46-47,49-59H2,1-3H3/b10-7-,12-9-,19-16-,21-18-,28-25-,30-27-,37-34-,39-36-,48-45-/t60-/m1/s1;131757122;CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0050789;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16,18-19,21,25-30,34,36-37,39,60H,4-6,8,11,13-15,17,20,22-24,31-33,35,38,40-59H2,1-3H3/b10-7-,12-9-,19-16-,21-18-,28-25-,29-26-,30-27-,37-34-,39-36-/t60-/m1/s1;131761520;CCCCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0055557;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-26,28-29,34-35,37-38,43,46,60H,4-6,9,12-15,18,21-24,27,30-33,36,39-42,44-45,47-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,37-34-,38-35-,46-43-/t60-/m1/s1;131766077;CCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0055591;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-30,34-35,37-38,60H,4-6,9,12-15,18,21-24,31-33,36,39-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,30-27-,37-34-,38-35-;131766111;CCCCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0046168;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25,27-28,30,34,36-37,39,43,45-46,48,60H,4-8,10-11,13-15,17,20,22-24,26,29,31-33,35,38,40-42,44,47,49-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,30-27-,37-34-,39-36-,46-43-,48-45-/t60-/m1/s1;131757116;CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0050783;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25-30,34,36-37,39,43,46,60H,4-8,10-11,13-15,17,20,22-24,31-33,35,38,40-42,44-45,47-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,29-26-,30-27-,37-34-,39-36-,46-43-/t60-/m1/s1;131761514;CCCCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0050801;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25-30,34,36-37,39,45,48,60H,4-8,10-11,13-15,17,20,22-24,31-33,35,38,40-44,46-47,49-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,29-26-,30-27-,37-34-,39-36-,48-45-/t60-/m1/s1;131761532;CCCCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0051324;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25-30,35-36,38-39,44,47,60H,4-8,10-11,13-15,17,20,22-24,31-34,37,40-43,45-46,48-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,29-26-,30-27-,38-35-,39-36-,47-44-/t60-/m1/s1;131762055;CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0053590;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-30,34,36-37,39,60H,4-8,10-11,13-15,22-24,31-33,35,38,40-59H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,37-34-,39-36-/t60-/m1/s1;131764230;CCCCCC=CCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0053602;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-30,36,39,45,48,60H,4-8,10-11,13-15,22-24,31-35,37-38,40-44,46-47,49-59H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,30-27-,39-36-,48-45-;131764242;CCCCCC=CCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0050795;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h9,12,18,21,25-30,34,36-37,39,43,45-46,48,60H,4-8,10-11,13-17,19-20,22-24,31-33,35,38,40-42,44,47,49-59H2,1-3H3/b12-9-,21-18-,28-25-,29-26-,30-27-,37-34-,39-36-,46-43-,48-45-/t60-/m1/s1;131761526;CCCCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCCCCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCC(C)CCC(CCC(C)CCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0055068;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-26,28-29,32,34,36,38-39,41,45,47-48,50,61H,4-15,18,21-24,27,30-31,33,35,37,40,42-44,46,49,51-60H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,34-32-,39-36-,41-38-,48-45-,50-47-/t61-/m1/s1;131765612;CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0055918;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25-26,28-29,32,34,36,38-39,41,45,47-48,50,61H,4-6,8-9,11-15,17-18,20-24,27,30-31,33,35,37,40,42-44,46,49,51-60H2,1-3H3/b10-7-,19-16-,28-25-,29-26-,34-32-,39-36-,41-38-,48-45-,50-47-/t61-/m1/s1;131766409;CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCCCCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0055863;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-26,28-29,32,34,36,38-39,41,45,48,61H,4-6,8-9,11-15,18,21-24,27,30-31,33,35,37,40,42-44,46-47,49-60H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,34-32-,39-36-,41-38-,48-45-/t61-/m1/s1;131766363;CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0055930;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-26,28-29,32,34,36,38-39,41,47,50,61H,4-6,8-9,11-15,18,21-24,27,30-31,33,35,37,40,42-46,48-49,51-60H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,34-32-,39-36-,41-38-,50-47-/t61-/m1/s1;131766420;CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0055881;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-26,28-29,32,34,36,38-39,41,61H,4-6,9,12-15,18,21-24,27,30-31,33,35,37,40,42-60H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,39-36-,41-38-/t61-/m1/s1;131766379;CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0054882;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-26,28-29,32,34,36,38-39,41,45,48,61H,4-7,9-10,12-15,18,21-24,27,30-31,33,35,37,40,42-44,46-47,49-60H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,39-36-,41-38-,48-45-/t61-/m1/s1;131765426;CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0055116;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-26,28-29,32,34,36,38-39,41,47,50,61H,4-7,9-10,12-15,18,21-24,27,30-31,33,35,37,40,42-46,48-49,51-60H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,39-36-,41-38-,50-47-/t61-/m1/s1;131765659;CCCCCCCCCCCCCCCCCCOCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCCC)CC(C)CCCCCCCCCCCCCCCCCCC
HMDB0054334;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-26,28-29,32,34-35,38-39,42,44,47-48,51,61H,4-15,18,21-24,27,30-31,33,36-37,40-41,43,45-46,49-50,52-60H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,34-32-,38-35-,42-39-,47-44-,51-48-/t61-/m0/s1;131764931;CCCCCCCCCCCCCCCCCCOC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCCCC
HMDB0051407;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25-26,28-29,32,34-35,38-39,42,44,47-48,51,61H,4-6,8-9,11-15,17-18,20-24,27,30-31,33,36-37,40-41,43,45-46,49-50,52-60H2,1-3H3/b10-7-,19-16-,28-25-,29-26-,34-32-,38-35-,42-39-,47-44-,51-48-/t61-/m0/s1;131762138;CCCCCCCCCCCCCCCCCCOC(COC(=O)CCCC=CCC=CCC=CCCCCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCCCC
HMDB0054339;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-26,28-29,32,34-35,38-39,42,44,47,61H,4-6,8-9,11-15,18,21-24,27,30-31,33,36-37,40-41,43,45-46,48-60H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,34-32-,38-35-,42-39-,47-44-/t61-/m0/s1;131764936;CCCCCCCCCCCCCCCCCCOC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCCCC
HMDB0054011;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-26,28-29,32,34-35,38-39,42,48,51,61H,4-6,8-9,11-15,18,21-24,27,30-31,33,36-37,40-41,43-47,49-50,52-60H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,34-32-,38-35-,42-39-,51-48-/t61-/m0/s1;131764638;CCCCCCCCCCCCCCCCCCOC(COC(=O)CCCCCCC=CCC=CCC=CCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCCCC
HMDB0055683;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-26,28-29,32,34-35,38-39,42,61H,4-6,9,12-15,18,21-24,27,30-31,33,36-37,40-41,43-60H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,38-35-,42-39-/t61-/m0/s1;131766203;CCCCCCCCCCCCCCCCCCOC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCCCC
HMDB0054906;InChI=1S/C63H106O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-26,28-29,32,34-35,38-39,42,44,47,61H,4-7,9-10,12-15,18,21-24,27,30-31,33,36-37,40-41,43,45-46,48-60H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,34-32-,38-35-,42-39-,47-44-/t61-/m1/s1;131765450;CCCCCCCCCCCCCCCCCCOC(COC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC;;CCCCCCCCCCCCCCCCCCCCCC(C)CCC(CCCCCCCCCCCCCCCCCCC)CCC(C)CCCCCCCCCCCCCCCCCCC
