hmdb_id;inchi;cid
HMDB0047834;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-31-29-27-25-23-20-17-14-11-8-5-2/h7,10,15-16,18-19,24,26,30,32,54H,4-6,8-9,11-14,17,20-23,25,27-29,31,33-53H2,1-3H3/b10-7-,18-15-,19-16-,26-24-,32-30-/t54-/m0/s1;131758676
HMDB0042207;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-31-29-27-25-23-20-17-14-11-8-5-2/h7,10,16,19,24,26,30,32,38,41,54H,4-6,8-9,11-15,17-18,20-23,25,27-29,31,33-37,39-40,42-53H2,1-3H3/b10-7-,19-16-,26-24-,32-30-,41-38-/t54-/m0/s1;131753349
HMDB0042416;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-31-29-27-25-23-20-17-14-11-8-5-2/h7,10,16,19,24-27,30,32,54H,4-6,8-9,11-15,17-18,20-23,28-29,31,33-53H2,1-3H3/b10-7-,19-16-,26-24-,27-25-,32-30-/t54-/m0/s1;131753553
HMDB0046130;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-31-29-27-25-23-20-17-14-11-8-5-2/h8,11,15,17-18,20,25,27,31,33,54H,4-7,9-10,12-14,16,19,21-24,26,28-30,32,34-53H2,1-3H3/b11-8-,18-15-,20-17-,27-25-,33-31-/t54-/m1/s1;131757079
HMDB0042822;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-31-29-27-25-23-20-17-14-11-8-5-2/h8,11,17,20,24-27,31,33,54H,4-7,9-10,12-16,18-19,21-23,28-30,32,34-53H2,1-3H3/b11-8-,20-17-,26-24-,27-25-,33-31-/t54-/m0/s1;131753959
HMDB0042845;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-31-29-27-25-23-20-17-14-11-8-5-2/h8,11,17,20,25,27,31,33,39,42,54H,4-7,9-10,12-16,18-19,21-24,26,28-30,32,34-38,40-41,43-53H2,1-3H3/b11-8-,20-17-,27-25-,33-31-,42-39-/t54-/m0/s1;131753982
HMDB0044072;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-29-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-32-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-31-23-20-17-14-11-8-5-2/h16,19,21,24-26,28-29,33,35,54H,4-15,17-18,20,22-23,27,30-32,34,36-53H2,1-3H3/b19-16-,24-21-,26-25-,29-28-,35-33-/t54-/m0/s1;131755151
HMDB0043905;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-29-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-32-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-31-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,33,35,41,44,54H,4-15,17-18,20-24,27,30-32,34,36-40,42-43,45-53H2,1-3H3/b19-16-,26-25-,29-28-,35-33-,44-41-/t54-/m0/s1;131755007
HMDB0048470;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-29-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-32-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-31-23-20-17-14-11-8-5-2/h16,19-20,23,25-26,28-29,33,35,54H,4-15,17-18,21-22,24,27,30-32,34,36-53H2,1-3H3/b19-16-,23-20-,26-25-,29-28-,35-33-/t54-/m0/s1;131759305
HMDB0043910;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-29-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-32-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-31-23-20-17-14-11-8-5-2/h7,10,16,19,25-26,28-29,33,35,54H,4-6,8-9,11-15,17-18,20-24,27,30-32,34,36-53H2,1-3H3/b10-7-,19-16-,26-25-,29-28-,35-33-/t54-/m0/s1;131755010
HMDB0044445;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-29-30-33-36-39-42-45-48-51-57(60)63-54(52-61-55(58)49-46-43-40-37-34-31-23-20-17-14-11-8-5-2)53-62-56(59)50-47-44-41-38-35-32-24-21-18-15-12-9-6-3/h16,19,25-26,28-29,33,36,42,45,54H,4-15,17-18,20-24,27,30-32,34-35,37-41,43-44,46-53H2,1-3H3/b19-16-,26-25-,29-28-,36-33-,45-42-;131755502
HMDB0044423;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-29-30-33-36-39-42-45-48-51-57(60)63-54(52-61-55(58)49-46-43-40-37-34-31-23-20-17-14-11-8-5-2)53-62-56(59)50-47-44-41-38-35-32-24-21-18-15-12-9-6-3/h16,19-20,23,25-26,28-29,33,36,54H,4-15,17-18,21-22,24,27,30-32,34-35,37-53H2,1-3H3/b19-16-,23-20-,26-25-,29-28-,36-33-/t54-/m1/s1;131755480
HMDB0044585;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-26-27-28-29-30-33-36-39-42-45-48-51-57(60)63-54(52-61-55(58)49-46-43-40-37-34-31-23-20-17-14-11-8-5-2)53-62-56(59)50-47-44-41-38-35-32-24-21-18-15-12-9-6-3/h7,10,16,19,25-26,28-29,33,36,54H,4-6,8-9,11-15,17-18,20-24,27,30-32,34-35,37-53H2,1-3H3/b10-7-,19-16-,26-25-,29-28-,36-33-;131755636
HMDB0048643;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19,21,24-27,29-30,32,54H,4-15,17-18,20,22-23,28,31,33-53H2,1-3H3/b19-16-,24-21-,27-25-,29-26-,32-30-/t54-/m0/s1;131759462
HMDB0044098;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19-20,23,25,27,30,32,38,41,54H,4-15,17-18,21-22,24,26,28-29,31,33-37,39-40,42-53H2,1-3H3/b19-16-,23-20-,27-25-,32-30-,41-38-/t54-/m0/s1;131755177
HMDB0048621;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19-21,23-25,27,30,32,54H,4-15,17-18,22,26,28-29,31,33-53H2,1-3H3/b19-16-,23-20-,24-21-,27-25-,32-30-/t54-/m0/s1;131759443
HMDB0044292;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-27,29,36,39,54H,4-15,18,21-24,28,30-35,37-38,40-53H2,1-3H3/b19-16-,20-17-,27-25-,29-26-,39-36-/t54-/m0/s1;131755350
HMDB0044265;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-27,29-30,32,54H,4-15,18,21-24,28,31,33-53H2,1-3H3/b19-16-,20-17-,27-25-,29-26-,32-30-/t54-/m0/s1;131755327
HMDB0048752;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-27,29,54H,4-15,18,22-23,28,30-53H2,1-3H3/b19-16-,20-17-,24-21-,27-25-,29-26-/t54-/m0/s1;131759566
HMDB0044259;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h17,20,25-27,29-30,32,38,41,54H,4-16,18-19,21-24,28,31,33-37,39-40,42-53H2,1-3H3/b20-17-,27-25-,29-26-,32-30-,41-38-/t54-/m0/s1;131755322
HMDB0048768;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h17,20-21,24-27,29,36,39,54H,4-16,18-19,22-23,28,30-35,37-38,40-53H2,1-3H3/b20-17-,24-21-,27-25-,29-26-,39-36-/t54-/m0/s1;131759581
HMDB0048615;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h20-21,23-25,27,30,32,38,41,54H,4-19,22,26,28-29,31,33-37,39-40,42-53H2,1-3H3/b23-20-,24-21-,27-25-,32-30-,41-38-/t54-/m0/s1;131759437
HMDB0048637;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h21,24-27,29-30,32,38,41,54H,4-20,22-23,28,31,33-37,39-40,42-53H2,1-3H3/b24-21-,27-25-,29-26-,32-30-,41-38-/t54-/m0/s1;131759457
HMDB0048496;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,21,24-25,27,30,32,54H,4-6,8-9,11-15,17-18,20,22-23,26,28-29,31,33-53H2,1-3H3/b10-7-,19-16-,24-21-,27-25-,32-30-/t54-/m0/s1;131759325
HMDB0043937;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,27,30,32,38,41,54H,4-6,8-9,11-15,17-18,20-24,26,28-29,31,33-37,39-40,42-53H2,1-3H3/b10-7-,19-16-,27-25-,32-30-,41-38-/t54-/m0/s1;131755029
HMDB0044132;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25-27,29-30,32,54H,4-6,8-9,11-15,17-18,20-24,28,31,33-53H2,1-3H3/b10-7-,19-16-,27-25-,29-26-,32-30-/t54-/m0/s1;131755202
HMDB0044104;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h7,10,16,19-20,23,25,27,30,32,54H,4-6,8-9,11-15,17-18,21-22,24,26,28-29,31,33-53H2,1-3H3/b10-7-,19-16-,23-20-,27-25-,32-30-/t54-/m0/s1;131755183
HMDB0044488;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-27,29,54H,4-7,9-10,12-15,18,21-24,28,30-53H2,1-3H3/b11-8-,19-16-,20-17-,27-25-,29-26-/t54-/m0/s1;131755542
HMDB0044510;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h8,11,17,20,25-27,29,36,39,54H,4-7,9-10,12-16,18-19,21-24,28,30-35,37-38,40-53H2,1-3H3/b11-8-,20-17-,27-25-,29-26-,39-36-/t54-/m0/s1;131755563
HMDB0046105;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h8,11,17,20-21,24,26,29,36,39,54H,4-7,9-10,12-16,18-19,22-23,25,27-28,30-35,37-38,40-53H2,1-3H3/b11-8-,20-17-,24-21-,29-26-,39-36-/t54-/m1/s1;56939631
HMDB0048922;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h8,11,17,20-21,24-27,29,54H,4-7,9-10,12-16,18-19,22-23,28,30-53H2,1-3H3/b11-8-,20-17-,24-21-,27-25-,29-26-/t54-/m0/s1;131759734
HMDB0044900;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16,19,21,24-25,27,30,33,38,41,54H,4-15,17-18,20,22-23,26,28-29,31-32,34-37,39-40,42-53H2,1-3H3/b19-16-,24-21-,27-25-,33-30-,41-38-/t54-/m0/s1;131755919
HMDB0049869;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16,19,21,24-27,29-30,33,54H,4-15,17-18,20,22-23,28,31-32,34-53H2,1-3H3/b19-16-,24-21-,27-25-,29-26-,33-30-/t54-/m0/s1;131760650
HMDB0049750;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16,19,25-27,29-30,33,38,41,54H,4-15,17-18,20-24,28,31-32,34-37,39-40,42-53H2,1-3H3/b19-16-,27-25-,29-26-,33-30-,41-38-/t54-/m0/s1;131760541
HMDB0049249;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16,19-21,23-25,27,30,33,54H,4-15,17-18,22,26,28-29,31-32,34-53H2,1-3H3/b19-16-,23-20-,24-21-,27-25-,33-30-/t54-/m0/s1;131760047
HMDB0052874;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-27,29,34,37,54H,4-15,18,21-24,28,30-33,35-36,38-53H2,1-3H3/b19-16-,20-17-,27-25-,29-26-,37-34-/t54-/m0/s1;131763525
HMDB0052429;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-27,29-30,33,54H,4-15,18,21-24,28,31-32,34-53H2,1-3H3/b19-16-,20-17-,27-25-,29-26-,33-30-/t54-/m0/s1;131763115
HMDB0052518;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-27,29,54H,4-15,18,22-23,28,30-53H2,1-3H3/b19-16-,20-17-,24-21-,27-25-,29-26-/t54-/m0/s1;131763195
HMDB0050908;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h17,20,25-27,29-30,33,38,41,54H,4-16,18-19,21-24,28,31-32,34-37,39-40,42-53H2,1-3H3/b20-17-,27-25-,29-26-,33-30-,41-38-/t54-/m1/s1;131761639
HMDB0050457;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h17,20-21,24-27,29,34,37,54H,4-16,18-19,22-23,28,30-33,35-36,38-53H2,1-3H3/b20-17-,24-21-,27-25-,29-26-,37-34-/t54-/m1/s1;131761205
HMDB0049243;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h20-21,23-25,27,30,33,38,41,54H,4-19,22,26,28-29,31-32,34-37,39-40,42-53H2,1-3H3/b23-20-,24-21-,27-25-,33-30-,41-38-/t54-/m0/s1;131760042
HMDB0049863;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h21,24-27,29-30,33,38,41,54H,4-20,22-23,28,31-32,34-37,39-40,42-53H2,1-3H3/b24-21-,27-25-,29-26-,33-30-,41-38-/t54-/m0/s1;131760644
HMDB0044906;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,21,24-25,27,30,33,54H,4-6,8-9,11-15,17-18,20,22-23,26,28-29,31-32,34-53H2,1-3H3/b10-7-,19-16-,24-21-,27-25-,33-30-/t54-/m0/s1;131755925
HMDB0044745;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,27,30,33,38,41,54H,4-6,8-9,11-15,17-18,20-24,26,28-29,31-32,34-37,39-40,42-53H2,1-3H3/b10-7-,19-16-,27-25-,33-30-,41-38-/t54-/m0/s1;131755782
HMDB0049756;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25-27,29-30,33,54H,4-6,8-9,11-15,17-18,20-24,28,31-32,34-53H2,1-3H3/b10-7-,19-16-,27-25-,29-26-,33-30-/t54-/m0/s1;131760546
HMDB0049130;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19-20,23,25,27,30,33,54H,4-6,8-9,11-15,17-18,21-22,24,26,28-29,31-32,34-53H2,1-3H3/b10-7-,19-16-,23-20-,27-25-,33-30-/t54-/m0/s1;131759934
HMDB0053296;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-27,29,54H,4-7,9-10,12-15,18,21-24,28,30-53H2,1-3H3/b11-8-,19-16-,20-17-,27-25-,29-26-/t54-/m1/s1;131763946
HMDB0050351;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h8,11,17,20,25-27,29,34,37,54H,4-7,9-10,12-16,18-19,21-24,28,30-33,35-36,38-53H2,1-3H3/b11-8-,20-17-,27-25-,29-26-,37-34-/t54-/m1/s1;131761103
HMDB0045705;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h8,11,17,20-21,24,26,29,34,37,54H,4-7,9-10,12-16,18-19,22-23,25,27-28,30-33,35-36,38-53H2,1-3H3/b11-8-,20-17-,24-21-,29-26-,37-34-/t54-/m1/s1;131756687
HMDB0050464;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-31-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h8,11,17,20-21,24-27,29,54H,4-7,9-10,12-16,18-19,22-23,28,30-53H2,1-3H3/b11-8-,20-17-,24-21-,27-25-,29-26-/t54-/m1/s1;131761212
HMDB0045186;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-36-39-42-45-48-51-57(60)63-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,21,24-25,27,30,33,39,42,54H,4-15,17-18,20,22-23,26,28-29,31-32,34-38,40-41,43-53H2,1-3H3/b19-16-,24-21-,27-25-,33-30-,42-39-/t54-/m1/s1;131756191
HMDB0048811;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-36-39-42-45-48-51-57(60)63-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,21,24-27,29-30,33,54H,4-15,17-18,20,22-23,28,31-32,34-53H2,1-3H3/b19-16-,24-21-,27-25-,29-26-,33-30-/t54-/m0/s1;131759624
HMDB0044369;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-36-39-42-45-48-51-57(60)63-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,25-27,29-30,33,39,42,54H,4-15,17-18,20-24,28,31-32,34-38,40-41,43-53H2,1-3H3/b19-16-,27-25-,29-26-,33-30-,42-39-/t54-/m0/s1;131755427
HMDB0044368;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-36-39-42-45-48-51-57(60)63-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19-20,23,25,27,30,33,39,42,54H,4-15,17-18,21-22,24,26,28-29,31-32,34-38,40-41,43-53H2,1-3H3/b19-16-,23-20-,27-25-,33-30-,42-39-/t54-/m0/s1;131755426
HMDB0048810;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-36-39-42-45-48-51-57(60)63-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19-21,23-25,27,30,33,54H,4-15,17-18,22,26,28-29,31-32,34-53H2,1-3H3/b19-16-,23-20-,24-21-,27-25-,33-30-/t54-/m0/s1;131759623
HMDB0044319;InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-33-36-39-42-45-48-51-57(60)63-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-27,29,35,38,54H,4-15,18,21-24,28,30-34,36-37,39-53H2,1-3H3/b19-16-,20-17-,27-25-,29-26-,38-35-/t54-/m0/s1;131755377
